# BCs for ATLAS9 + DUSTY99 + blackbody spectra:
#  n     Teff  logg        V        u        v        b        y     Hb_w     Hb_n
 631    56101  5.00   -4.493   -3.991   -4.276   -4.359   -4.487   -4.283   -1.116
 632    62946  5.00   -4.838   -4.317   -4.611   -4.698   -4.832   -4.625   -1.457
 633    70627  5.00   -5.186   -4.649   -4.950   -5.042   -5.181   -4.970   -1.802
 634    79245  5.00   -5.538   -4.986   -5.293   -5.390   -5.532   -5.319   -2.151
 635    88914  5.00   -5.892   -5.327   -5.641   -5.740   -5.887   -5.671   -2.502
 636    99763  5.00   -6.249   -5.672   -5.991   -6.094   -6.243   -6.025   -2.857
 637   111936  5.00   -6.607   -6.021   -6.344   -6.450   -6.602   -6.382   -3.213
 638   125595  5.00   -6.968   -6.373   -6.699   -6.808   -6.963   -6.741   -3.572
 639   140920  5.00   -7.330   -6.727   -7.057   -7.167   -7.325   -7.101   -3.933
 640   158115  5.00   -7.693   -7.084   -7.417   -7.529   -7.689   -7.463   -4.295
 641   177407  5.00   -8.058   -7.443   -7.778   -7.892   -8.054   -7.827   -4.658
 642   199055  5.00   -8.424   -7.803   -8.141   -8.257   -8.420   -8.192   -5.023
 643   223343  5.00   -8.791   -8.165   -8.506   -8.622   -8.787   -8.558   -5.389
 644   250595  5.00   -9.159   -8.529   -8.871   -8.989   -9.155   -8.925   -5.756
 645   281172  5.00   -9.528   -8.894   -9.238   -9.357   -9.523   -9.293   -6.124
 646   315481  5.00   -9.897   -9.260   -9.605   -9.725   -9.893   -9.662   -6.493
 647   353975  5.00  -10.267   -9.627   -9.974  -10.094  -10.263  -10.031   -6.862
 648   397167  5.00  -10.638   -9.995  -10.343  -10.464  -10.633  -10.401   -7.232
 649   445629  5.00  -11.009  -10.364  -10.712  -10.834  -11.004  -10.772   -7.603
 650   500004  5.00  -11.380  -10.733  -11.083  -11.205  -11.376  -11.143   -7.974
 651   561014  5.00  -11.752  -11.103  -11.453  -11.576  -11.748  -11.514   -8.345
 652   629469  5.00  -12.124  -11.474  -11.825  -11.948  -12.120  -11.886   -8.717
 653   706276  5.00  -12.497  -11.845  -12.196  -12.320  -12.492  -12.258   -9.089
 654   792455  5.00  -12.869  -12.216  -12.568  -12.693  -12.865  -12.631   -9.462
 655   889149  5.00  -13.242  -12.588  -12.941  -13.065  -13.238  -13.004   -9.835
 656   997642  5.00  -13.616  -12.960  -13.313  -13.438  -13.611  -13.377  -10.208
 657  1119373  5.00  -13.989  -13.333  -13.686  -13.812  -13.985  -13.750  -10.581
 658  1255958  5.00  -14.363  -13.705  -14.059  -14.185  -14.359  -14.123  -10.954
 659  1409209  5.00  -14.736  -14.079  -14.433  -14.558  -14.732  -14.497  -11.328
 660  1581159  5.00  -15.110  -14.452  -14.806  -14.932  -15.106  -14.871  -11.702
 661  1774090  5.00  -15.484  -14.825  -15.180  -15.306  -15.480  -15.245  -12.076
 662  1990563  5.00  -15.858  -15.199  -15.554  -15.680  -15.854  -15.619  -12.450
 663  2233450  5.00  -16.233  -15.573  -15.928  -16.054  -16.229  -15.993  -12.824
 664  2505973  5.00  -16.607  -15.946  -16.302  -16.428  -16.603  -16.367  -13.198
 665  2811749  5.00  -16.981  -16.320  -16.676  -16.802  -16.977  -16.741  -13.572
 666  3154836  5.00  -17.356  -16.695  -17.050  -17.177  -17.352  -17.116  -13.947
 667  3539785  5.00  -17.730  -17.069  -17.425  -17.551  -17.726  -17.490  -14.321
 668  3971706  5.00  -18.105  -17.443  -17.799  -17.926  -18.101  -17.865  -14.695
 669  4456330  5.00  -18.479  -17.817  -18.174  -18.300  -18.475  -18.239  -15.070
# BCs for Fluks et al. 1994 M-giant spectra:
#  n     Teff  logg        V        u        v        b        y     Hb_w     Hb_n
   0     3810  0.00   -1.256   -5.855   -3.811   -2.265   -1.232   -1.931    1.170
   1     3736  0.00   -1.480   -6.115   -4.030   -2.530   -1.453   -2.183    0.891
   2     3666  0.00   -1.722   -6.391   -4.273   -2.831   -1.685   -2.446    0.605
   3     3574  0.00   -2.104   -6.631   -4.515   -3.335   -2.066   -2.904    0.104
   4     3434  0.00   -2.802   -7.168   -5.018   -4.097   -2.781   -3.622   -0.650
   5     3309  0.00   -3.818   -7.714   -5.676   -5.319   -3.824   -4.702   -1.846
   6     3126  0.00   -5.168   -8.671   -6.868   -6.762   -5.175   -6.081   -3.187
   7     2890  0.00   -6.368   -9.380   -8.016   -8.321   -6.476   -7.597   -4.711
   8     2667  0.00   -7.217  -10.106   -8.903   -9.329   -7.494   -8.675   -5.740
   9     2500  0.00   -7.956  -10.833   -9.685  -10.041   -8.267   -9.416   -6.458
